,Year,Month,Employment to population ratio (%),Employment to population ratioMales (%),Employment to population ratioFemales (%),Unemployment rate (%),Unemployment rate looked for full-time work (%),Unemployment rate looked for full-time workMales (%),Unemployment rate looked for full-time workFemales (%),Unemployment rate looked for only part-time work (%),Unemployment rate looked for only part-time workMales (%),Unemployment rate looked for only part-time workFemales (%),Participation rate (%),Employed total (000),Employed totalMales (000),Employed totalFemales (000),Employed full-time (000),Employed full-timeMales (000),Employed full-timeFemales (000),Employed part-time (000),Employed part-timeMales (000),Employed part-timeFemales (000),Unemployed total (000),Unemployed totalMales (000),Unemployed totalFemales (000),Unemployed looked for full-time work (000),Unemployed looked for full-time workMales (000),Unemployed looked for full-time workFemales (000),Unemployed looked for only part-time work (000),Unemployed looked for only part-time workMales (000),Unemployed looked for only part-time workFemales (000),Unemployment rateMales (000),Unemployment rateFemales (000),Labour force total (000),Labour force totalMales (000),Labour force totalFemales (000),Participation rateMales (000),Participation rateFemales (000),Not in the labour force (000),Employed total growth (000),Full-time employed growth (000),Part-time employed growth (000)
1988-03-01,1988,3,57.6677198,70.1032017,45.5642155,7.5063875,7.5012079,6.8363094,8.9683267,7.5273762,10.0671954,6.7819468,62.3477862,7330.5978063,4395.4058148,2935.1919916,5879.9467097,4075.2906733,1804.6560364,1450.6510967,320.1151415,1130.5359552,594.9200837,334.8770904,260.0429933,476.8354425,299.0429839,177.7924586,118.0846412,35.8341064,82.2505347,7.0794305,8.1384623,7925.5178901,4730.2829051,3195.2349849,75.444223,49.6009719,4786.269284951293,48.57211780000034,22.49712180000006,26.074996099999908
1988-04-01,1988,4,57.8035575,70.1806731,45.7567937,7.9136077,7.7105339,7.0118278,9.254744,8.7299347,12.6602135,7.6023905,62.7710089,7359.868053,4407.4636431,2952.4044099,5906.7135453,4097.4609114,1809.252634,1453.1545076,310.0027317,1143.1517759,632.4833336,353.9074489,278.5758847,493.489854,308.9714475,184.5184065,138.9934796,44.9360014,94.0574782,7.4328894,8.6220236,7992.3513866,4761.371092,3230.9802946,75.815992,50.0742033,4740.200673113669,29.270246699999916,26.766835600000377,2.5034109000000626
1988-05-01,1988,5,57.578838,69.8914848,45.5945321,7.4515127,7.3878401,6.7336113,8.8353369,7.7095212,10.1343832,7.0306784,62.2147803,7343.2175494,4396.5178847,2946.6996647,5893.7748466,4087.8250435,1805.949803,1449.4427029,308.6928412,1140.7498617,591.2368801,329.9433489,261.2935312,470.1571171,295.1312413,175.0258759,121.079763,34.8121077,86.2676553,6.9807692,8.1450775,7934.4544296,4726.4612337,3207.9931959,75.1365972,49.6375489,4818.87265978297,-16.650503599999865,-12.938698699999804,-3.7118046999999024
1988-06-01,1988,6,57.6226429,69.9500663,45.6235002,7.5693572,7.59955,6.8843632,9.1847813,7.447215,9.7354271,6.8100705,62.3414932,7360.9052432,4407.5331953,2953.3720478,5900.0436885,4097.2230516,1802.8206369,1460.8615547,310.3101438,1150.5514109,602.8013992,336.3902623,266.4111369,485.2538826,302.9219625,182.3319201,117.5475165,33.4682998,84.0792167,7.0909715,8.2741949,7963.7066423,4743.9234576,3219.7831847,75.2887717,49.7390022,4810.621070306024,17.68769379999958,6.268841899999643,11.418851799999857
1988-07-01,1988,7,57.6642648,70.1122069,45.5461726,6.761295,6.9300239,6.4458466,8.0154307,6.0692938,7.2976614,5.7326424,61.8458448,7377.8872576,4425.0490868,2952.8381708,5920.8659703,4115.7278445,1805.1381258,1457.0212872,309.3212423,1147.7000449,535.0146398,307.9223425,227.0922973,440.869811,283.5721293,157.2976816,94.1448288,24.3502132,69.7946156,6.505899,7.1414234,7912.9018973,4732.9714293,3179.930468,74.9910488,49.0489669,4881.655154817428,16.98201440000048,20.822281800000383,-3.8402674999999817
1988-08-01,1988,8,57.8120146,69.8871548,46.0552908,7.0689644,7.1858098,6.4802215,8.7338086,6.5933234,8.6507708,6.0341571,62.2095883,7408.2894715,4417.9978873,2990.2915842,5939.8091931,4111.0982351,1828.7109581,1468.4802784,306.8996522,1161.5806262,563.5247099,313.9317662,249.5929436,459.8686795,284.8683732,175.0003064,103.6560304,29.0633931,74.5926373,6.6343287,7.7037605,7971.8141814,4731.9296535,3239.8845279,74.8531595,49.8994228,4842.6319502102315,30.40221389999988,18.943222799999603,11.458991200000128
1988-09-01,1988,9,58.0557813,70.0954064,46.3320292,6.9347536,6.9858205,6.4075022,8.2543787,6.7291172,8.3575921,6.280325,62.3818058,7451.1957312,4438.4212578,3012.7744734,5965.628572,4123.0692315,1842.5593405,1485.5671592,315.3520262,1170.215133,555.2255928,311.0317907,244.1938021,448.0479267,282.2723585,165.7755682,107.1776661,28.7594322,78.4182339,6.5487918,7.49758,8006.421324,4749.4530485,3256.9682755,75.0074908,50.0873698,4828.124296030769,42.90625970000019,25.81937889999972,17.086880800000017
1988-10-01,1988,10,58.0735636,70.1320758,46.3313015,6.8178628,6.8180572,6.2178136,8.1200021,6.8170597,9.472115,6.0790779,62.3226354,7466.4413366,4448.4893945,3017.9519422,6011.5157119,4141.0611323,1870.4545796,1454.9256247,307.4282622,1147.4973625,546.2975426,306.7216046,239.575938,439.858373,274.5547662,165.3036068,106.4391696,32.1668383,74.2723312,6.4502207,7.3545322,8012.7388792,4755.2109991,3257.5278802,74.967655,50.0092477,4844.1289791190975,15.245605399999477,45.887139899999966,-30.641534500000034
1988-11-01,1988,11,58.1386515,70.3574887,46.2403092,6.6129626,6.5617176,5.9049281,7.9941217,6.8191308,8.9719535,6.1925454,62.2555903,7487.7724262,4470.5190959,3017.2533302,6000.4227888,4142.960143,1857.4626459,1487.3496374,327.558953,1159.7906844,530.2273212,292.276142,237.9511792,421.3806038,259.9911067,161.3894971,108.8467174,32.2850353,76.5616821,6.1366514,7.3098688,8017.9997474,4762.7952379,3255.2045094,74.9573606,49.8869821,4861.164531281654,21.33108960000027,-11.092923100000007,32.42401269999982
1988-12-01,1988,12,58.2977072,70.3580496,46.5535766,6.8325021,6.7425077,6.1330044,8.0768536,7.1884983,9.2967476,6.5910628,62.5730094,7521.3800947,4478.3925146,3042.9875801,6009.4747596,4152.1358003,1857.3389593,1511.9053351,326.2567143,1185.6486208,551.5855469,304.728932,246.8566149,434.4844474,271.2888266,163.1956208,117.1010995,33.4401054,83.6609941,6.3709219,7.5035959,8072.9656416,4783.1214466,3289.844195,75.1455115,50.3301474,4828.708289396836,33.60766849999982,9.051970800000163,24.55569770000011
1989-01-01,1989,1,58.4527358,70.456699,46.7951705,6.8078488,6.6678644,6.0291979,8.0570093,7.3565937,9.2366637,6.8272971,62.7228099,7553.0606248,4485.4444647,3067.6161602,6026.9384449,4156.9852184,1869.9532265,1526.12218,328.4592463,1197.6629337,551.7642234,300.13969,251.6245335,430.5784715,266.7135541,163.8649173,121.1857519,33.4261358,87.7596161,6.2717461,7.580786,8104.8248483,4785.5841546,3319.2406936,75.1712489,50.6335949,4816.829747885432,31.680530100000396,17.46368530000018,14.21684490000007
1989-02-01,1989,2,58.7671528,70.7414727,47.1373573,6.6380107,6.5713635,5.9497508,7.9260473,6.899104,10.1911835,5.9716838,62.9454805,7605.2663844,4510.6406133,3094.6257712,6063.0328886,4183.6533548,1879.3795338,1542.2334959,326.9872585,1215.2462374,540.7322634,301.7691276,238.9631357,426.4473342,264.6637822,161.7835519,114.2849292,37.1053454,77.1795838,6.2706449,7.1683445,8145.9986478,4812.4097409,3333.5889069,75.4741912,50.7772451,4795.35724160337,52.20575959999951,36.09444369999983,16.11131589999991
1989-03-01,1989,3,58.8165687,70.7770744,47.1990981,6.3405865,6.2644998,5.6946001,7.5052858,6.6400664,8.826981,6.0352813,62.7983525,7623.4082816,4520.0907825,3103.3174991,6083.9071939,4194.3904808,1889.516713,1539.5010877,325.7003017,1213.8007861,516.0920579,284.8097767,231.2822812,406.5976632,253.276869,153.3207942,109.4943947,31.5329077,77.9614871,5.9274853,6.9358333,8139.5003395,4804.9005592,3334.5997804,75.2367199,50.7167256,4821.827490716567,18.14189720000013,20.874305299999833,-2.732408200000009
1989-04-01,1989,4,58.9809165,71.0659791,47.2424148,6.2006307,5.9959509,5.3819157,7.3297173,7.005648,9.7568816,6.2280747,62.8798647,7655.7181796,4545.0858756,3110.6323041,6117.1155476,4216.0847151,1901.0308324,1538.6026321,329.0011604,1209.6014716,506.0831601,275.3835016,230.6996586,390.1738801,239.8126412,150.361239,115.90928,35.5708604,80.3384196,5.7127943,6.904422,8161.8013397,4820.4693771,3341.3319626,75.3718159,50.7461427,4818.190552203673,32.30989800000043,33.20835370000077,-0.8984556000000339
1989-05-01,1989,5,59.324669,71.2728002,47.7191461,6.279995,6.1618079,5.4255511,7.7513999,6.7370099,9.4596468,5.9617458,63.2998995,7711.373843,4564.8517235,3146.5221194,6134.6401999,4225.5911906,1909.0490093,1576.7336431,339.260533,1237.4731101,516.7241397,277.8598063,238.8643334,402.8261169,242.4139007,160.4122162,113.8980228,35.4459056,78.4521172,5.7376906,7.0557479,8228.0979827,4842.7115298,3385.3864528,75.6111331,51.3416861,4770.497667045069,55.65566339999987,17.524652299999616,38.13101100000017
1989-06-01,1989,6,59.2333781,71.1556956,47.6528506,6.0126177,5.9401085,5.3430579,7.223375,6.2961166,8.8251698,5.559638,63.0226915,7710.6565707,4563.9663239,3146.6902469,6144.9415649,4220.3796568,1924.5619081,1565.7150058,343.5866671,1222.1283387,493.2707867,271.4829755,221.7878112,388.0678445,238.225873,149.8419715,105.2029422,33.2571025,71.9458397,5.6144312,6.5842142,8203.9273574,4835.4492993,3368.4780581,75.388321,51.0115611,4813.490912335432,-0.7172723000003316,10.30136500000026,-11.018637300000137
1989-07-01,1989,7,59.337661,71.3321716,47.6876884,6.0475297,5.9210021,5.2416496,7.3866692,6.5332887,9.5770904,5.6284913,63.1571057,7735.3128337,4581.7140559,3153.5987778,6145.093136,4229.1914425,1915.9016935,1590.2196977,352.5226134,1237.6970843,497.9063799,271.279037,226.6273429,386.7506081,233.9418076,152.8088006,111.1557717,37.3372294,73.8185423,5.5899325,6.7045024,8233.2192136,4852.9930929,3380.2261207,75.5556833,51.1146729,4802.874068933052,24.656262999999853,0.15157110000018292,24.504691900000125
1989-08-01,1989,8,59.5521257,71.4381116,48.0082499,5.9445072,5.8249783,5.2313313,7.1053237,6.4002835,8.6698487,5.736285,63.3159467,7774.3693024,4594.9393613,3179.4299411,6166.9467759,4239.9287944,1927.0179815,1607.4225266,355.0105669,1252.4119596,491.3566745,267.749254,223.6074205,381.4422398,234.0485772,147.3936626,109.9144347,33.7006768,76.2137579,5.5061978,6.5708189,8265.725977,4862.6886154,3403.0373616,75.6008436,51.3846416,4789.004162571617,39.05646870000055,21.853639899999507,17.202828899999986
1989-09-01,1989,9,59.5379003,71.2807923,48.1336397,6.0313692,5.949267,5.3487837,7.2381003,6.340037,8.7042924,5.6308355,63.3593357,7783.7313563,4591.3077004,3192.4236559,6153.7134856,4224.6749367,1929.0385489,1630.0178707,366.6327636,1263.385107,499.5981866,273.693732,225.9044547,389.258898,238.738323,150.5205749,110.3392887,34.9554089,75.3838797,5.6257688,6.6086241,8283.3295429,4865.0014323,3418.3281106,75.5299317,51.539705,4790.244305981121,9.36205389999941,-13.23329029999968,22.59534409999992
1989-10-01,1989,10,59.5106983,71.2631672,48.0968188,5.9241656,5.740722,5.0690433,7.1770926,6.6180145,8.7447249,5.9908035,63.2582201,7791.9882651,4597.2070506,3194.7812145,6174.6849126,4237.2518021,1937.4331105,1617.3033525,359.9552485,1257.348104,490.678923,260.7506559,229.9282671,376.0600594,226.257202,149.8028573,114.6188637,34.4934539,80.1254098,5.3674954,6.7138036,8282.6671882,4857.9577066,3424.7094816,75.3051687,51.5583447,4810.757152710281,8.25690880000002,20.971426999999494,-12.71451819999993
1989-11-01,1989,11,59.8226981,71.6036506,48.3808524,5.7868932,5.67856,5.0266193,7.0648269,6.1976041,7.9310756,5.6756822,63.4972141,7844.6465172,4626.1966077,3218.4499095,6214.4752051,4255.9290961,1958.546109,1630.1713121,370.2675116,1259.9038005,481.8451795,257.1477943,224.6973852,374.138374,225.2519114,148.8864625,107.7068055,31.8958829,75.8109227,5.2658132,6.5259301,8326.4916967,4883.344402,3443.1472947,75.5837497,51.7585813,4786.668958800317,52.65825210000003,39.79029249999985,12.86795959999995
1989-12-01,1989,12,59.6185889,71.1432246,48.425306,5.8479614,5.8732727,5.3521894,6.9789863,5.7523689,6.9856567,5.3823987,63.3216124,7829.7659118,4603.5151048,3226.250807,6188.9347791,4229.8292451,1959.105534,1640.8311327,373.6858597,1267.145273,486.3215876,267.2553279,219.0662597,386.1740741,239.1903968,146.9836773,100.1475135,28.0649311,72.0825824,5.486921,6.3583773,8316.0874994,4870.7704327,3445.3170667,75.2734176,51.7134418,4817.007480664026,-14.880605399999695,-25.54042599999957,10.659820599999875
1990-01-01,1990,1,59.6087022,71.2280361,48.3234841,6.112967,6.0988342,5.4900388,7.3901343,6.1666304,8.2480163,5.5380916,63.4898135,7839.2920613,4615.3676654,3223.9243959,6206.0431007,4244.9553885,1961.0877122,1633.2489606,370.4122769,1262.8366837,510.4148298,279.8855402,230.5292896,403.0794258,246.5874427,156.4919831,107.335404,33.2980975,74.0373065,5.7174885,6.6733936,8349.7068911,4895.2532056,3454.4536855,75.5474531,51.7788934,4801.547508316373,9.52614949999952,17.108321599999726,-7.58217209999998
1990-02-01,1990,2,59.5817334,70.9889717,48.5026131,6.3918571,6.2921502,5.6397379,7.6682409,6.7659534,8.5253166,6.2431203,63.6501607,7846.488602,4606.1623844,3240.3262176,6201.8761659,4236.5044297,1965.3717362,1644.6124361,369.6579547,1274.9544814,535.7828148,287.6596367,248.1231781,416.4340195,253.208016,163.2260035,119.3487953,34.4516207,84.8971746,5.8780159,7.1127068,8382.2714168,4893.8220211,3488.4493957,75.4223069,52.2166288,4787.0141350587855,7.196540700000696,-4.166934799999581,11.36347550000005
1990-03-01,1990,3,59.6083975,70.9348589,48.6077326,6.1852262,6.1116254,5.6166267,7.1596938,6.461475,9.1155808,5.6713489,63.5383907,7860.8808858,4609.0305487,3251.8503371,6211.9923511,4241.4993131,1970.493038,1648.8885347,367.5312356,1281.3572991,518.2693967,289.2687526,229.0006441,404.367108,252.4058808,151.9612271,113.9022888,36.8628718,77.039417,5.9054936,6.5788695,8379.1502825,4898.2993014,3480.8509812,75.3868229,52.030769,4808.38907785714,14.39228379999986,10.116185199999563,4.2760986000000685
1990-04-01,1990,4,59.5701524,70.8947975,48.5720519,6.2795798,6.3020922,5.8293006,7.3078805,6.195578,9.0354184,5.3444692,63.5615506,7866.0732353,4612.2592683,3253.8139671,6202.0409321,4240.1608737,1961.8800584,1664.0323033,372.0983946,1291.9339087,527.0530607,299.432158,227.6209026,417.1473471,262.4720068,154.6753403,109.9057135,36.9601512,72.9455623,6.0963145,6.5381347,8393.126296,4911.6914263,3481.4348697,75.4973537,51.969915,4811.596082185659,5.192349500000091,-9.951418999999987,15.14376859999993
1990-05-01,1990,5,59.7463838,71.0599198,48.7599011,6.5046097,6.4678753,6.057334,7.3367004,6.6417637,8.7715706,5.9996018,63.9030263,7899.5725595,4628.8182796,3270.7542799,6233.2146772,4251.5919115,1981.6227657,1666.3578823,377.2263681,1289.1315142,549.584703,310.4087506,239.1759524,431.0353848,274.1386126,156.8967723,118.5493181,36.270138,82.2791801,6.2845613,6.8142651,8449.1572624,4939.2270302,3509.9302323,75.8252011,52.3254993,4772.684881248211,33.499324200000046,31.173745099999906,2.3255790000000616
1990-06-01,1990,6,59.6719397,70.9453299,48.7252113,6.6093936,6.6981955,6.1107777,7.9404798,6.2758747,8.1663527,5.724783,63.8950126,7900.082803,4627.2532664,3272.8295366,6232.9908238,4258.5603786,1974.4304451,1667.0919793,368.6928878,1298.3990915,559.1007365,309.9544965,249.14624,447.4703494,277.1682982,170.3020511,111.6303871,32.7861982,78.8441889,6.277931,7.0740475,8459.1835395,4937.2077629,3521.9757766,75.6975712,52.4344491,4780.008684244864,0.5102434999998877,-0.22385339999982534,0.7340970000000198
1990-07-01,1990,7,59.5890758,70.6439571,48.8558491,7.0893438,7.1805704,6.6777332,8.2363417,6.7469014,9.8760767,5.8168561,64.1358896,7898.33114,4612.6923658,3285.6387741,6230.7150961,4243.4306,1987.284496,1667.6160439,369.2617658,1298.3542781,602.664831,344.1062554,258.5585756,482.0121001,303.6413337,178.3707665,120.6527309,40.4649217,80.1878092,6.9421068,7.2952646,8500.995971,4956.7986213,3544.1973498,75.9139871,52.7004892,4753.66693929664,-1.7516630000000077,-2.2757277000000613,0.5240645999999742
1990-08-01,1990,8,59.2973286,70.3860419,48.532631,7.2121046,7.328274,6.79602,8.4473188,6.7732258,9.2354013,6.0505137,63.9063191,7868.7868939,4600.8894926,3267.8974013,6214.0911167,4235.3239618,1978.7671549,1654.6957772,365.5655309,1289.1302464,611.6154876,346.017708,265.5977796,491.3965028,308.820999,182.5755039,120.2189848,37.1967091,83.0222757,6.994627,7.516574,8480.4023815,4946.9072007,3533.4951809,75.6795437,52.4771119,4789.650566206074,-29.544246100000237,-16.62397939999937,-12.920266699999956
1990-09-01,1990,9,59.0429449,70.2000246,48.2131547,7.3746743,7.4675815,7.0298608,8.3932135,7.0237204,10.0403196,6.1213479,63.743846,7844.2516084,4593.8563287,3250.3952797,6196.1042555,4226.6708317,1969.4334238,1648.1473529,367.185497,1280.9618559,624.5462637,360.577493,263.9687707,500.0400315,319.5962476,180.4437839,124.5062321,40.9812454,83.5249868,7.2778748,7.5111391,8468.7978721,4954.4338217,3514.3640504,75.7101118,52.1286068,4816.873457019365,-24.5352855000001,-17.98686120000002,-6.548424300000079
1990-10-01,1990,10,58.855065,69.7962373,48.2352257,7.6372662,7.7936471,7.4024945,8.6252758,7.0593681,10.02884,6.177929,63.7216576,7829.6373071,4573.394073,3256.2432341,6151.7096957,4201.6023218,1950.1073739,1677.9276114,371.7917512,1306.1358602,647.4150539,377.3300445,270.0850093,519.9669353,335.8874313,184.079504,127.4481186,41.4426132,86.0055053,7.6217142,7.6591001,8477.052361,4950.7241175,3526.3282434,75.5548089,52.236036,4826.199124096334,-14.61430130000008,-44.394559800000025,29.780258499999945
1990-11-01,1990,11,58.629674,69.3965264,48.1794641,7.946186,8.1871986,7.9462793,8.6989624,7.0536876,10.3927222,6.0554021,63.6906517,7809.9006513,4553.0825531,3256.8180982,6133.2217988,4181.0385351,1952.1832638,1676.6788525,372.044018,1304.6348345,674.1591772,404.0663842,270.092793,546.9161633,360.9164279,185.9997354,127.2430139,43.1499563,84.0930576,8.1511851,7.6580555,8484.0598285,4957.1489373,3526.9108912,75.5551679,52.1750591,4836.6702975822245,-19.736655799999426,-18.487896900000123,-1.2487588999999844
1990-12-01,1990,12,58.5743006,69.2810523,48.1827361,8.0190762,8.2688067,7.8924851,9.0641078,7.0975085,10.4414783,6.0986152,63.6809222,7812.8823116,4551.4710591,3261.4112525,6130.4211366,4178.4206215,1952.0005151,1682.461175,373.0504376,1309.4107374,681.1423031,401.5327622,279.6095409,552.606649,358.0394354,194.5672136,128.535654,43.4933268,85.0423272,8.1068535,7.8962976,8494.0246147,4953.0038213,3541.0207934,75.3930569,52.3135714,4844.388714213757,2.9816602999999304,-2.800662200000261,5.782322499999964
1991-01-01,1991,1,58.0152995,68.635343,47.7093646,8.3975844,8.6208152,8.3944154,9.0971569,7.5719641,9.1969038,7.0795787,63.3338096,7747.0684145,4513.8204706,3233.2479439,6083.3699417,4133.7280563,1949.6418854,1663.6984727,380.0924143,1283.6060585,710.2068229,417.2976771,292.9091458,573.9119742,378.8003846,195.1115897,136.2948487,38.4972925,97.7975562,8.4625366,8.3067526,8457.2752374,4931.1181477,3526.1570897,74.980604,52.031492,4896.216824444959,-65.81389710000076,-47.051194900000155,-18.7627023
1991-02-01,1991,2,58.0315273,68.589023,47.7877217,8.6171498,8.9126792,8.5935218,9.5873294,7.559991,10.4684056,6.6415067,63.5037397,7757.9499547,4515.5267172,3242.4232375,6043.4189649,4116.9734029,1926.4455621,1714.5309897,398.5533143,1315.9776754,731.5531999,433.6551378,297.8980621,591.3342736,387.0546302,204.2796433,140.2189264,46.6005076,93.6184188,8.7621581,8.4144358,8489.5031546,4949.181855,3540.3212996,75.176069,52.1782249,4879.005841414295,10.881540200000018,-39.95097679999981,50.83251700000005
1991-03-01,1991,3,57.5426574,67.9505325,47.4454591,9.1829429,9.530573,9.2510298,10.1232459,7.9378965,11.2257812,6.9130791,63.3610681,7701.2779334,4478.2187297,3223.0592037,5997.2917276,4087.7654771,1909.5262505,1703.9862058,390.4532526,1313.5329532,778.7126992,466.0844564,312.6282428,631.7894208,416.7104056,215.0790152,146.9232784,49.3740508,97.5492275,9.4266965,8.842078,8479.9906326,4944.3031861,3535.6874465,75.0226942,52.0475436,4903.607350969978,-56.67202129999987,-46.12723730000016,-10.544783899999857
1991-04-01,1991,4,57.4373225,67.6320835,47.547953,9.8613914,10.2265654,9.9297121,10.8470697,8.5696723,12.0973095,7.4188929,63.7211106,7695.9520663,4462.0712664,3233.8807999,5975.4818675,4055.2045057,1920.2773619,1720.4701988,406.8667607,1313.6034381,841.9565914,503.0557725,338.9008189,680.6986577,447.0621155,233.6365422,161.2579337,55.9936571,105.2642766,10.1317805,9.4856293,8537.9086577,4965.1270389,3572.7816188,75.2569528,52.5308331,4860.961163159651,-5.325867099999414,-21.80986010000015,16.483992999999828
1991-05-01,1991,5,57.3578547,67.590503,47.432791,9.5029486,10.0824141,9.6110661,11.0651739,7.4200495,11.0868244,6.2392157,63.38091,7694.0297487,4464.1492429,3229.8805058,5980.8758742,4063.3685697,1917.5073044,1713.1538745,400.7806731,1312.3732014,807.9375893,482.0328919,325.9046974,670.6326286,432.0584657,238.5741628,137.3049607,49.9744262,87.3305346,9.7455548,9.1654776,8501.967338,4946.1821347,3555.7852032,74.8888355,52.2189029,4912.114817021125,-1.922317600000497,5.394006700000318,-7.316324299999906
1991-06-01,1991,6,57.0324155,67.0777938,47.2900151,9.5374679,10.2198363,9.990692,10.6989175,7.0858385,9.2049074,6.4150011,63.045345,7659.0558962,4435.0770758,3223.9788203,5946.2480469,4032.6226152,1913.6254317,1712.8078493,402.4544606,1310.3533886,807.4945297,488.4071048,319.0874249,676.8720332,447.6058244,229.2662088,130.6224965,40.8012804,89.8212161,9.9199487,9.0059684,8466.5504259,4923.4841806,3543.0662453,74.4646487,51.9704581,4962.752603372028,-34.97385250000025,-34.62782729999981,-0.3460251999999855
1991-07-01,1991,7,56.7281681,66.6349638,47.1207362,9.6900792,10.3915594,10.132344,10.9305702,7.1631276,9.83277,6.3138394,62.8149905,7627.3251487,4410.9447404,3216.3804083,5923.6723348,4011.5946992,1912.0776356,1703.6528139,399.3500412,1304.3027727,818.3971817,495.8461191,322.5510626,686.9463664,452.2968485,234.6495179,131.4508152,43.5492706,87.9015446,10.1053037,9.1143631,8445.7223303,4906.7908595,3538.9314709,74.1255786,51.8461859,4999.670661202563,-31.73074749999978,-22.5757121000006,-9.155035400000088
1991-08-01,1991,8,56.7441263,66.7411388,47.0500887,9.7881954,10.5159454,10.380613,10.7988287,7.1650706,9.5762511,6.3888338,62.9009991,7638.1197306,4422.7764257,3215.3433049,5931.021578,4017.8418358,1913.1797423,1707.0981526,404.93459,1302.1635626,828.7541642,508.2708523,320.4833119,696.9990278,465.3865949,231.6124329,131.7551364,42.8842574,88.870879,10.307564,9.0638865,8466.8738948,4931.0472781,3535.8266168,74.4111118,51.739718,4993.761096608268,10.794581900000594,7.349243200000274,3.445338700000093
1991-09-01,1991,9,56.7336345,66.6773075,47.0921664,10.0331678,10.7249694,10.4471583,11.3007975,7.5480693,9.8582536,6.8007229,63.0606115,7645.3559428,4423.3532444,3222.0026983,5934.5165209,4015.6254028,1918.8911182,1710.8394218,407.7278417,1303.1115802,852.6157643,513.050151,339.5656133,712.9373984,468.4594411,244.4779573,139.6783659,44.5907099,95.0876559,10.3931974,9.5341598,8497.9717071,4936.4033955,3561.5683116,74.4109885,52.0551915,4977.907300353012,7.2362121999995,3.4949428999998418,3.7412692000000334
1991-10-01,1991,10,56.4658781,66.4312443,46.8045409,9.987298,10.7585965,10.5857968,11.1185913,7.1443446,9.8256921,6.3003418,62.7310111,7616.1949987,4410.7682306,3205.4267682,5939.5285552,4020.9494267,1918.5791285,1676.6664436,389.8188039,1286.8476397,845.0497258,518.518369,326.5313568,716.0464584,476.0424174,240.0040411,129.0032674,42.4759516,86.5273158,10.5191362,9.2450518,8461.2447245,4929.2865996,3531.958125,74.2407275,51.5724396,5026.89228482042,-29.16094410000005,5.012034299999868,-34.17297819999999
1991-11-01,1991,11,56.2732796,66.3539904,46.5012868,10.1981524,11.1087819,10.8002032,11.7572128,6.9867245,8.5301468,6.4745681,62.6638327,7597.1172728,4409.3759379,3187.7413349,5858.7714893,3983.4464823,1875.325007,1738.3457835,425.9294556,1312.4163279,862.7501738,522.0315036,340.7186702,732.173727,482.310867,249.86286,130.5764468,39.7206366,90.8558101,10.5858522,9.6562996,8459.8674466,4931.4074415,3528.4600051,74.2097219,51.4715322,5040.531558837789,-19.077725899999677,-80.75706589999936,61.67933989999983
1991-12-01,1991,12,56.3677877,66.2481338,46.791174,10.473582,11.1720443,10.8441004,11.8562902,7.9919874,10.9462525,7.0428879,62.9621836,7616.7858103,4406.0699662,3210.7158441,5897.4755286,4001.4442979,1896.0312306,1719.3102817,404.6256682,1314.6846135,891.0781053,536.4342583,354.643847,741.7356115,486.698735,255.0368765,149.3424938,49.7355233,99.6069705,10.8534911,9.9469304,8507.8639156,4942.5042245,3565.3596911,74.3137725,51.9595548,5004.79309396407,19.66853749999973,38.70403929999975,-19.03550180000002
1992-01-01,1992,1,56.410282,66.1769613,46.9435276,10.3476338,11.1527191,10.8550449,11.7708533,7.501806,9.7613034,6.770399,62.9211301,7632.7099713,4407.2896655,3225.4203058,5896.1464806,3992.9973968,1903.1490838,1736.5634907,414.2922687,1322.271222,880.9637848,531.0360273,349.9277574,740.124684,486.2211896,253.9034944,140.8391008,44.8148378,96.024263,10.7533618,9.7872361,8513.6737561,4938.3256929,3575.3480632,74.1506488,52.0364587,5017.03324577567,15.924160999999913,-1.3290479999996023,17.253209000000197
1992-02-01,1992,2,56.4635566,66.2363407,46.9905668,10.4054104,11.3050357,11.0141831,11.9033624,7.272262,9.5356811,6.4842553,63.0211677,7650.1078166,4417.2028685,3232.9049482,5883.8534529,3972.2151691,1911.6382838,1766.2543637,444.9876994,1321.2666643,888.4745318,538.5646622,349.9098697,749.9543356,491.6593095,258.2950262,138.5201962,46.9053527,91.6148435,10.8674319,9.7663398,8538.5823485,4955.7675307,3582.8148178,74.3121646,52.0765386,5010.170650089711,17.39784529999997,-12.293027700000493,29.69087300000001
1992-03-01,1992,3,56.2466845,66.0133599,46.7792794,10.4967797,11.4326011,11.2437541,11.8257324,7.2333419,8.8507743,6.6895788,62.8431964,7630.8768769,4408.2771119,3222.599765,5868.3004276,3972.5397883,1895.7606393,1762.5764493,435.7373237,1326.8391257,894.935774,545.5573682,349.3784058,757.5015021,503.2463924,254.2551096,137.4342719,42.3109758,95.1232961,11.01283,9.7810902,8525.8126509,4953.8344802,3571.9781707,74.1830084,51.8508586,5040.9903433856325,-19.230939699999908,-15.553025299999717,-3.6779144000001907
1992-04-01,1992,4,56.1560997,65.961824,46.6513879,10.4709832,11.5328233,11.2289456,12.1674307,6.7792225,8.4600126,6.2144474,62.7239097,7624.5197458,4408.1370105,3216.3827353,5851.1559825,3970.1655625,1880.9904199,1773.3637633,437.971448,1335.3923153,891.7356712,542.6762134,349.0594578,762.7727107,502.1994327,260.573278,128.9629605,40.4767807,88.4861798,10.961355,9.7900748,8516.255417,4950.8132239,3565.4421931,74.0822415,51.7142518,5061.111583450229,-6.357131099999606,-17.144445099999757,10.787314000000151
