,Year,Month,Employment to population ratio (%),Employment to population ratioMales (%),Employment to population ratioFemales (%),Unemployment rate (%),Unemployment rate looked for full-time work (%),Unemployment rate looked for full-time workMales (%),Unemployment rate looked for full-time workFemales (%),Unemployment rate looked for only part-time work (%),Unemployment rate looked for only part-time workMales (%),Unemployment rate looked for only part-time workFemales (%),Participation rate (%),Employed total (000),Employed totalMales (000),Employed totalFemales (000),Employed full-time (000),Employed full-timeMales (000),Employed full-timeFemales (000),Employed part-time (000),Employed part-timeMales (000),Employed part-timeFemales (000),Unemployed total (000),Unemployed totalMales (000),Unemployed totalFemales (000),Unemployed looked for full-time work (000),Unemployed looked for full-time workMales (000),Unemployed looked for full-time workFemales (000),Unemployed looked for only part-time work (000),Unemployed looked for only part-time workMales (000),Unemployed looked for only part-time workFemales (000),Unemployment rateMales (000),Unemployment rateFemales (000),Labour force total (000),Labour force totalMales (000),Labour force totalFemales (000),Participation rateMales (000),Participation rateFemales (000),Not in the labour force (000),Employed total growth (000),Full-time employed growth (000),Part-time employed growth (000)
2001-05-01,2001,5,59.0798387,66.8209425,51.6261104,6.8932919,7.0093379,6.7377559,7.5259088,6.5820239,8.7120418,5.7218698,63.4539014,9007.8994627,4997.7494442,4010.1500186,6553.4387731,4307.796893,2245.6418801,2454.4606896,689.9525512,1764.5081384,666.913071,377.0633829,289.8496881,493.9772014,311.2179464,182.759255,172.9358696,65.8454365,107.0904331,7.015377,6.7406909,9674.8125338,5374.8128271,4299.9997067,71.8623578,55.3575947,5572.181457652196,-6.853337399999873,-4.721276100000068,-2.1320612999998048
2001-06-01,2001,6,59.0000552,66.6856975,51.6003694,6.9329935,7.0979739,6.8861573,7.5033138,6.4971924,8.7479628,5.5833288,63.3952433,9004.8527484,4992.4694247,4012.3833237,6520.4549471,4292.3100219,2228.1449251,2484.3978013,700.1594027,1784.2383986,670.8133017,384.5556866,286.2576151,498.1809405,317.4342435,180.746697,172.6323612,67.1214431,105.5109181,7.1518298,6.6592586,9675.6660501,5377.0251112,4298.6409388,71.8223067,55.2817223,5586.781960885079,-3.046714299998712,-32.98382599999968,29.93711170000006
2001-07-01,2001,7,59.0617157,66.8798533,51.5333893,6.8799095,7.1704751,6.9675996,7.5624353,6.1263888,8.5799253,5.1036136,63.4253203,9024.535067,5013.0750421,4011.4600249,6492.7151123,4287.6502953,2205.064817,2531.8199547,725.4247468,1806.3952079,666.7517616,389.2030209,277.5487406,501.519879,321.1207078,180.3991712,165.2318826,68.0823132,97.1495694,7.2044241,6.4711628,9691.2868286,5402.278063,4289.0087655,72.0722433,55.0989308,5588.5521738054795,19.682318600000144,-27.7398347999997,47.42215339999984
2001-08-01,2001,8,59.139938,66.8818623,51.6840068,6.8807197,7.2511654,7.0133308,7.7087094,5.9159001,7.5726077,5.2368364,63.5098744,9046.7681951,5019.2697444,4027.4984507,6510.8973868,4295.0142293,2215.8831575,2535.8708084,724.2555151,1811.6152932,668.4789208,383.2812305,285.1976903,509.0262771,323.94273,185.0835471,159.4526437,59.3385005,100.1141432,7.0944491,6.612979,9715.247116,5402.5509749,4312.6961411,71.9890918,55.3438863,5581.97588716815,22.233128099998794,18.18227449999995,4.0508537000000615
2001-09-01,2001,9,58.9433565,66.7789157,51.3961803,6.8411678,7.1934946,6.9671194,7.6317417,5.9183855,7.9893825,5.0701552,63.2718928,9026.9475209,5017.6034517,4009.3440692,6507.9945877,4301.7912397,2206.2033479,2518.9529332,715.8122119,1803.1407213,662.8986313,384.3106768,278.5879545,504.4390369,322.1559195,182.2831174,158.4595943,62.1547573,96.3048371,7.1143426,6.4970236,9689.8461522,5401.9141285,4287.9320237,71.8936783,54.967427,5624.767846829913,-19.820674200000212,-2.9027991000002658,-16.9178751999998
2001-10-01,2001,10,58.9930079,66.7781556,51.4939775,7.1932982,7.5345283,7.2103649,8.1586023,6.2973322,8.5746763,5.3661129,63.5654611,9045.9288407,5024.0051184,4021.9237223,6526.8916257,4310.6751586,2216.2164671,2519.0372149,713.3299598,1805.7072551,701.1353929,401.8702097,299.2651832,531.8423043,334.9678107,196.8744936,169.2930886,66.902399,102.3906896,7.4065507,6.9255288,9747.0642335,5425.8753281,4321.1889055,72.1197408,55.3255655,5586.8357568833,18.981319800001074,18.897038000000066,0.08428169999979218
2001-11-01,2001,11,59.1246523,66.8543375,51.678716,6.8835756,7.2107502,7.0388821,7.5439924,6.034305,8.0203721,5.2279501,63.4954066,9077.5172438,5036.1760229,4041.3412209,6529.9951847,4316.0882422,2213.9069425,2547.5220591,720.0877807,1827.4342784,671.049997,389.5976765,281.4523205,507.4527918,326.8079904,180.6448014,163.5972052,62.7896861,100.8075191,7.1804999,6.5108897,9748.5672408,5425.7736994,4322.7935414,72.0261771,55.2777921,5604.617757624752,31.588403100000505,3.103559000000132,28.484844200000225
2001-12-01,2001,12,58.9687274,66.7909675,51.433235,6.861361,7.104669,6.7929141,7.712282,6.2256397,8.11715,5.4769881,63.3128506,9064.9505163,5037.8583381,4027.0921783,6538.7210445,4335.9630409,2202.7580037,2526.2294718,701.8952972,1824.3341746,667.7990817,378.0112387,289.787843,500.0837867,316.004135,184.0796516,167.715295,62.0071037,105.7081913,6.9796961,6.7129001,9732.749598,5415.8695768,4316.8800212,71.8025686,55.1343488,5639.721402381716,-12.566727500001434,8.725859799999853,-21.292587300000378
2002-01-01,2002,1,59.0209296,66.6811168,51.6402035,6.9136423,7.1815325,6.8280467,7.8655972,6.2182634,8.6754593,5.2344112,63.4044893,9085.8294625,5037.1662432,4048.6632192,6540.1366137,4328.3815183,2211.7550954,2545.6928488,708.784725,1836.9081238,674.8161248,384.5343173,290.2818075,506.0221859,317.2026559,188.81953,168.7939389,67.3316614,101.4622775,7.0925038,6.6901472,9760.6455873,5421.7005605,4338.9450267,71.7715141,55.3427124,5633.604402030012,20.878946200000428,1.415569200000391,19.463377000000037
2002-02-01,2002,2,59.2034023,67.0237177,51.6668987,6.5365048,6.9100674,6.7106827,7.2998071,5.5773136,7.6654612,4.7237819,63.343878,9126.8142668,5070.7209204,4056.0933463,6542.3709801,4337.4251034,2204.9458766,2584.4432867,733.295817,1851.1474697,638.2969664,372.8857637,265.4112027,485.6403184,312.0087542,173.6315642,152.6566481,60.8770095,91.7796386,6.8499762,6.1416389,9765.1112332,5443.6066841,4321.5045491,71.952443,55.0477315,5650.918762942643,40.98480430000018,2.234366399999999,38.75043790000018
2002-03-01,2002,3,59.1548451,66.8959392,51.6933229,6.4304641,6.7178773,6.6200459,6.9077982,5.686763,8.1494266,4.6700469,63.2201972,9132.212002,5068.6758773,4063.5361246,6566.4637603,4338.5106499,2227.9531105,2565.7482416,730.1652275,1835.5830142,627.601292,372.3566453,255.2446467,472.8955195,307.5728589,165.3226605,154.7057725,64.7837864,89.9219861,6.8434924,5.9101089,9759.813294,5441.0325226,4318.7807713,71.8102695,54.9403579,5677.995707329719,5.39773520000017,24.092780199999652,-18.695045100000243
2002-04-01,2002,4,59.0189781,66.8926112,51.4291891,6.3461589,6.6495712,6.4390587,7.0629309,5.565947,8.4269616,4.3905682,63.0182141,9119.4082956,5073.1443294,4046.2639662,6544.7224199,4346.1222329,2198.600187,2574.6858757,727.0220965,1847.6637792,617.9481057,366.0130086,251.935097,466.1960146,299.1091756,167.086839,151.7520911,66.9038331,84.848258,6.7292227,5.8614106,9737.3564013,5439.157338,4298.1990633,71.7187238,54.6313573,5714.297601221153,-12.80370640000001,-21.7413403999999,8.937634100000196
2002-05-01,2002,5,59.0673277,67.033694,51.3875989,6.372886,6.5162594,6.3278044,6.8873067,5.9995576,8.5856172,4.9605453,63.0878441,9135.0569701,5088.5846919,4046.4722782,6590.1726585,4379.2409341,2210.9317245,2544.8843116,709.3437579,1835.5405537,621.7929214,362.4506969,259.3422245,459.3662391,295.8292994,163.5369396,162.4266823,66.6213975,95.8052848,6.6492083,6.0230701,9756.8498915,5451.0353889,4305.8145026,71.808383,54.6810785,5708.649097551681,15.648674500000197,45.450238599999466,-29.801564100000178
2002-06-01,2002,6,59.1829954,67.1894933,51.4640557,6.4958834,6.8501492,6.3487405,7.8328274,5.5976839,7.5754553,4.7816867,63.2945346,9161.1394494,5105.1537807,4055.9856687,6544.9760707,4357.0398154,2187.9362553,2616.1633787,748.1139653,1868.0494134,636.4392942,356.6875568,279.7517373,481.3111552,295.3693876,185.9417676,155.128139,61.3181692,93.8099697,6.5305368,6.4522297,9797.5787436,5461.8413376,4335.737406,71.8838977,55.0136636,5681.76525587385,26.08247929999925,-45.19658780000009,71.27906710000025
2002-07-01,2002,7,59.1576682,67.0600832,51.5392874,6.1797577,6.4084115,6.1666325,6.8802005,5.5953423,6.9327953,5.0469726,63.0542692,9167.1544929,5100.7763548,4066.3781381,6573.0807316,4357.1441952,2215.9365364,2594.0737613,743.6321595,1850.4416017,603.8227139,341.7419506,262.0807634,450.072561,286.3470394,163.7255216,153.7501529,55.3949112,98.3552418,6.2791144,6.0548285,9770.9772068,5442.5183053,4328.4589015,71.5529764,54.8610286,5725.161802927829,6.015043499999592,28.104660900000454,-22.089617399999952
2002-08-01,2002,8,59.4604713,67.1289268,52.0678217,6.3485156,6.4820927,6.0547971,7.296674,6.0082403,8.9765483,4.7482462,63.4912214,9224.0624769,5111.4824555,4112.5800215,6614.3881284,4358.3829845,2256.0051438,2609.6743485,753.0994709,1856.5748776,625.2875185,355.1682602,270.1192583,458.4691637,280.8991165,177.5700472,166.8183548,74.2691437,92.5492111,6.4969993,6.1633081,9849.3499954,5466.6507157,4382.6992798,71.7933396,55.4876996,5663.581994596338,56.907984000001306,41.30739679999988,15.600587200000064
2002-09-01,2002,9,59.4081817,67.0421059,52.0490334,6.3114716,6.4284028,6.0669129,7.1271579,6.0175311,7.9834338,5.2127485,63.4103051,9225.9284373,5110.3234056,4115.6050317,6592.0572595,4361.2832619,2230.7739976,2633.8711778,749.0401437,1884.8310341,621.5188399,346.6721745,274.8466654,452.8767304,281.6848291,171.1919013,168.6421095,64.9873454,103.654764,6.3528029,6.2601,9847.4472772,5456.9955801,4390.4516971,71.5900828,55.5249508,5682.279731162875,1.8659603999985848,-22.330868899999587,24.19682929999999
2002-10-01,2002,10,59.3929544,66.9736511,52.0855861,6.1282225,6.2333323,5.9483241,6.7827763,5.8647789,7.4496028,5.2134184,63.2702991,9234.5424594,5111.0151568,4123.5273026,6593.5007485,4354.678408,2238.8223405,2641.0417109,756.3367488,1884.7049621,602.8577761,336.2921872,266.565589,438.3165388,275.4128333,162.9037055,164.5412374,60.8793539,103.6618835,6.173549,6.0719806,9837.4002355,5447.307344,4390.0928915,71.3803521,55.4526609,5710.81176196786,8.614022100000511,1.4434889999993175,7.17053309999983
2002-11-01,2002,11,59.6464816,67.2755658,52.2929427,6.161806,6.3495242,5.8467775,7.3131021,5.6909379,7.979499,4.7379994,63.5631177,9284.9882611,5139.9918185,4144.9964426,6625.1893323,4377.03684,2248.1524922,2659.7989288,762.9549784,1896.8439504,609.6909405,337.9667461,271.7241944,449.1893904,271.8075924,177.381798,160.5015501,66.1591537,94.3423964,6.1695747,6.1521707,9894.6792015,5477.9585646,4416.720637,71.6990951,55.7209933,5672.0197892576525,50.44580169999972,31.688583800000742,18.757217899999887
2002-12-01,2002,12,59.8494268,67.3604357,52.6101587,6.1822013,6.338271,5.9981044,6.9904644,5.7890665,7.9540085,4.9024313,63.7932542,9327.6432929,5152.4206088,4175.2226841,6665.8624261,4396.8127128,2269.0497133,2661.7808667,755.607896,1906.1729707,614.6527608,345.8479554,268.8048054,451.0918461,280.5532962,170.5385499,163.5609147,65.2946592,98.2662555,6.2901248,6.0486756,9942.2960537,5498.2685642,4444.0274895,71.8818967,55.9972507,5642.887957339211,42.65503180000087,40.67309380000006,1.981937900000048
2003-01-01,2003,1,60.0963832,67.4217515,53.0350499,6.0813067,6.3354256,6.0058391,6.9662606,5.4438311,7.5706196,4.5855326,63.9876697,9380.4294352,5165.351633,4215.0778022,6688.7072041,4408.8118405,2279.8953636,2691.7222312,756.5397925,1935.1824386,607.3899242,343.6708436,263.7190807,452.4208573,281.7048865,170.7159709,154.9690669,61.9659571,93.0031098,6.2383271,5.8881679,9987.8193595,5509.0224766,4478.7968829,71.9075817,56.3532223,5621.15562947354,52.78614229999948,22.84477799999968,29.941364499999963
2003-02-01,2003,2,60.1680964,67.5408539,53.0601063,5.955179,6.2066869,5.8308701,6.9246743,5.3231515,7.3417525,4.50588,63.9781073,9405.938326,5182.7258141,4223.2125119,6710.4425352,4422.4720181,2287.9705171,2695.4957908,760.2537959,1935.2419948,595.6101142,334.0741111,261.5360031,444.0574089,273.8355962,170.2218127,151.5527053,60.238515,91.3141904,6.0555778,5.831676,10001.5484402,5516.7999252,4484.748515,71.8944801,56.3460239,5631.218551955142,25.50889079999979,21.735331099999712,3.773559600000226
2003-03-01,2003,3,59.7812953,67.3230869,52.509321,6.1313896,6.5097026,5.9737951,7.537214,5.1820811,6.5135205,4.6402014,63.6861407,9359.6931651,5174.2471228,4185.4460424,6665.624792,4405.8988903,2259.7259017,2694.0683731,768.3482324,1925.7201407,611.3643886,333.4547298,277.9096588,464.125545,279.9212991,184.2042459,147.2388436,53.5334307,93.7054129,6.0543352,6.2264735,9971.0575537,5507.7018525,4463.3557012,71.6617281,55.9958903,5685.500441656752,-46.24516089999997,-44.81774320000022,-1.4274177000002055
2003-04-01,2003,4,59.7143569,66.9904582,52.6985451,6.0304794,6.2805394,5.9449576,6.9220595,5.4083736,7.6822334,4.4750424,63.5465165,9357.7419265,5153.3877045,4204.3542221,6657.0070289,4386.334513,2270.6725159,2700.7348977,767.0531915,1933.6817062,600.5316309,341.0784235,259.4532074,446.1143345,277.2480052,168.8663293,154.4172964,63.8304183,90.5868782,6.2076718,5.8123746,9958.2735574,5494.4661279,4463.8074295,71.4242406,55.9506038,5712.567435748695,-1.95123859999876,-8.617763100000047,6.66652460000023
2003-05-01,2003,5,59.7726562,67.0575585,52.7483833,6.0694425,6.3475256,5.8514577,7.2904297,5.3731914,7.3187045,4.5823476,63.6349425,9375.4134548,5163.2408929,4212.1725619,6679.7580372,4400.1781175,2279.5799197,2695.6554176,763.0627755,1932.5926422,605.8042738,333.733241,272.0710328,452.736947,273.4769513,179.2599957,153.0673268,60.2562897,92.8110371,6.0712172,6.067267,9981.2177286,5496.974134,4484.2435947,71.3919169,56.1554866,5703.903270134306,17.67152829999941,22.75100830000065,-5.079480100000183
2003-06-01,2003,6,59.5700032,66.8591265,52.5416359,6.0548601,6.3794249,5.8826642,7.3358373,5.2513595,7.8394033,4.2041287,63.4093507,9352.1354628,5152.659044,4199.4764188,6638.3437312,4392.2382878,2246.1054434,2713.7917316,760.4207562,1953.3709754,602.7546759,339.2135533,263.5411226,452.3451736,274.5303246,177.814849,150.4095023,64.6832287,85.7262736,6.1766464,5.9049986,9954.8901387,5491.8725973,4463.0175414,71.2606445,55.8389236,5744.5138589820035,-23.277991999999358,-41.41430600000058,18.136313999999857
2003-07-01,2003,7,59.4499034,66.8449623,52.3183231,6.1281072,6.3558079,5.9068814,7.2101943,5.556774,7.373391,4.8069149,63.3308882,9343.2235151,5157.448466,4185.775049,6664.4799232,4389.842139,2274.6377842,2678.7435919,767.606327,1911.1372649,609.9405651,336.6850689,273.2554962,452.3308206,275.5810123,176.7498084,157.6097445,61.1040566,96.5056879,6.1280831,6.1281369,9953.1640802,5494.1335349,4459.0305453,71.20869,55.7337645,5762.9649100768165,-8.911947700000383,26.136191999999937,-35.048139699999865
2003-08-01,2003,8,59.7484675,67.2565538,52.5068358,5.816997,6.0469912,5.5674311,6.9671452,5.2394951,6.6426974,4.6723027,63.4386945,9400.1385574,5195.1107615,4205.0277958,6706.3381197,4431.1632078,2275.1749119,2693.8004377,763.9475537,1929.8528839,580.5779869,315.6042195,264.9737675,431.6324513,261.2466893,170.385762,148.9455357,54.3575302,94.5880055,5.7271011,5.9278227,9980.7165443,5510.714981,4470.0015633,71.3424055,55.8154784,5752.136445447448,56.915042299999186,41.858196500000304,15.056845800000247
2003-09-01,2003,9,59.7384222,67.3181873,52.4265771,5.7745913,6.0701449,5.4292971,7.29556,5.0280441,6.6102997,4.3854248,63.3994832,9408.5493996,5205.7901508,4202.7592489,6719.0184801,4441.9046102,2277.1138699,2689.5309195,763.8855406,1925.6453789,576.6016626,309.0786832,267.5229794,434.2114175,255.0094192,179.2019983,142.3902451,54.0692639,88.3209812,5.6044612,5.9844763,9985.1510622,5514.8688339,4470.2822283,71.3150094,55.7637452,5764.4269441393335,8.410842200000843,12.6803603999997,-4.2695182000002205
2003-10-01,2003,10,59.8185378,67.478623,52.4289936,5.7834377,5.9772521,5.5772112,6.7481028,5.2919533,6.5653773,4.7775241,63.4904695,9431.8586291,5224.1970134,4207.6616157,6750.4503294,4463.0339841,2287.4163453,2681.4082997,761.1630294,1920.2452704,578.9700401,317.0999029,261.8701372,429.1423538,263.615206,165.5271478,149.8276863,53.4846969,96.3429894,5.7224853,5.8590061,10010.8286692,5541.2969163,4469.5317529,71.574461,55.6919907,5756.622332560193,23.309229499998764,31.431849300000067,-8.122619799999939
2003-11-01,2003,11,59.7354682,67.4763362,52.2677556,5.6608576,5.7652048,5.1666677,6.9123616,5.3950151,6.7123774,4.8621823,63.3199186,9429.4348039,5230.0253639,4199.40944,6764.0239482,4473.1095156,2290.9144326,2665.4108557,756.9158483,1908.4950074,565.8169715,298.1647709,267.6522006,413.8172454,243.7019742,170.1152712,151.9997261,54.4627967,97.5369294,5.3935332,5.9916836,9995.2517754,5528.1901348,4467.0616406,71.3231753,55.5990763,5790.06822562729,-2.4238251999995555,13.573618800000077,-15.997444000000087
2003-12-01,2003,12,59.8618224,67.7608886,52.2412895,5.681405,5.762375,5.2038411,6.8373708,5.4763822,6.6576304,4.9904627,63.4676783,9460.0793307,5258.0992709,4201.9800598,6775.9293149,4485.5426315,2290.3866835,2684.1500158,772.5566394,1911.5933764,569.8403626,301.336631,268.5037316,414.3296905,246.2341457,168.0955448,155.5106721,55.1024853,100.4081868,5.4202735,6.0061448,10029.9196934,5559.4359019,4470.4837914,71.6442002,55.5794732,5773.2733050746265,30.644526800000676,11.905366699999831,18.739160099999935
2004-01-01,2004,1,59.7877765,67.7563464,52.0991037,5.5310656,5.5503202,5.063509,6.4846495,5.4816983,6.7145673,4.9706693,63.2882935,9461.3145847,5265.3246707,4195.989914,6805.1795334,4497.1277002,2308.0518332,2656.1350513,768.1969705,1887.9380808,553.9509055,295.1515269,258.7993786,399.905278,239.8576818,160.0475962,154.0456275,55.2938451,98.7517824,5.3080261,5.809464,10015.2654902,5560.4761976,4454.7892926,71.5544766,55.3124612,5809.565511444876,1.2352539999992587,29.2502185000003,-28.014964499999678
2004-02-01,2004,2,59.7311928,67.6544418,52.0852203,5.6434631,5.689823,5.1777847,6.680027,5.5262671,6.923278,4.9506151,63.3037146,9465.2843546,5264.9545811,4200.3297735,6779.0166958,4492.6538507,2286.362845,2686.2676588,772.3007304,1913.9669284,566.1185147,302.7678487,263.350666,408.9845453,245.3221999,163.6623453,157.1339694,57.4456487,99.6883207,5.437912,5.8998548,10031.4028692,5567.7224298,4463.6804394,71.5449957,55.3508394,5815.065118635897,3.969769900000756,-26.162837599999875,30.13260749999972
2004-03-01,2004,3,59.861458,67.6000895,52.392607,5.4377722,5.5390307,5.0875443,6.4077998,5.1791065,6.5808919,4.6128886,63.303773,9498.8796096,5268.2798051,4230.5998045,6819.2238519,4508.7085901,2310.5152618,2679.6557577,759.571215,1920.0845427,546.23019,295.1858792,251.0443108,399.8676939,241.6780246,158.1896693,146.3624961,53.5078546,92.8546415,5.3057913,5.6016119,10045.1097996,5563.4656843,4481.6441153,71.3877759,55.5015908,5822.996197178425,33.59525500000018,40.20715610000025,-6.611901100000068
2004-04-01,2004,4,59.8736296,67.5805861,52.4352536,5.5081596,5.6107966,5.16557,6.4666922,5.2475485,7.2094633,4.4429742,63.3638093,9508.614343,5271.1201459,4237.4941971,6814.5115998,4503.8212785,2310.6903212,2694.1027433,767.2988674,1926.8038759,554.2802933,304.936362,249.3439313,405.0763987,245.3202285,159.7561702,149.2038946,59.6161336,89.5877611,5.4686742,5.5572304,10062.8946363,5576.056508,4486.8381284,71.4901495,55.5206649,5818.244372651596,9.734733399998731,-4.712252100000114,14.446985600000062
2004-05-01,2004,5,59.9248914,67.7078911,52.4130702,5.3370493,5.47941,5.0567601,6.2943521,4.9771354,6.1285246,4.5055068,63.3034265,9524.5659131,5285.4025607,4239.1633523,6814.7348717,4507.5011681,2307.2337036,2709.8310414,777.9013926,1931.9296488,536.9902075,290.8597908,246.1304166,395.0538855,240.0734596,154.9804259,141.9363219,50.7863312,91.1499907,5.2160349,5.4874982,10061.5561205,5576.2623516,4485.293769,71.4339087,55.4562298,5832.616875806922,15.951570100000026,0.22327190000032715,15.728298099999847
2004-06-01,2004,6,59.9069474,67.69765,52.3875951,5.4634664,5.4950792,5.0797377,6.2922483,5.3832955,7.1609733,4.6440383,63.3690968,9529.5215373,5288.970977,4240.5505603,6832.2610493,4511.6342149,2320.6268344,2697.2604879,777.3367621,1919.9237259,550.7312261,301.4023896,249.3288365,397.2683651,241.4438999,155.8244652,153.4628611,59.9584898,93.5043713,5.3914537,5.5531299,10080.2527634,5590.3733666,4489.8793968,71.5555335,55.4677938,5826.953228843209,4.955624199999875,17.526177599999755,-12.570553499999733
2004-07-01,2004,7,59.8912294,67.5795441,52.4698544,5.5506039,5.7079991,5.1430712,6.7839873,5.1494386,6.7373649,4.4946581,63.4109184,9537.9304301,5286.0955916,4251.8348385,6838.8478443,4511.264238,2327.5836063,2699.0825858,774.8313537,1924.2512322,560.5252771,300.5717645,259.9535126,413.9920383,244.5973482,169.3946901,146.5332388,55.9744163,90.5588225,5.3801622,5.7616513,10098.4557072,5586.6673562,4511.7883511,71.4221728,55.6778161,5826.965280236762,8.408892800000103,6.586795000000166,1.8220978999997897
2004-08-01,2004,8,59.8044621,67.2826142,52.585146,5.515811,5.4063039,4.9896897,6.1979987,5.7936413,7.9425489,4.9136563,63.2957353,9535.0033638,5269.1874684,4265.8158954,6847.2165118,4506.1164513,2341.1000606,2687.786852,763.0710171,1924.7158348,556.6357384,302.4856701,254.1500684,391.3382668,236.6492951,154.6889717,165.2974716,65.8363749,99.4610967,5.4289917,5.6228315,10091.6391023,5571.6731385,4519.9659638,71.1450743,55.7180797,5851.992888811414,-2.9270662999988417,8.368667499999901,-11.295733799999653
2004-09-01,2004,9,60.0903227,67.7099582,52.7335777,5.3696528,5.3594611,5.0509331,5.9484685,5.3952531,7.1375763,4.6647502,63.5000552,9591.5253748,5309.0220375,4282.5033373,6861.1079364,4517.2785534,2343.829383,2730.4174384,791.7434841,1938.6739543,544.2562814,301.1570784,243.099203,388.5421808,240.3022215,148.2399594,155.7141005,60.8548569,94.8592436,5.3680475,5.3716428,10135.7816561,5610.1791159,4525.6025403,71.5508413,55.727035,5826.0653441526865,56.52201099999911,13.891424599999482,42.63058639999963
2004-10-01,2004,10,60.3559477,67.8354202,53.1347764,5.1228557,5.0647821,4.6489799,5.8488779,5.2692975,7.4353226,4.3611702,63.6148444,9645.3807967,5325.0920202,4320.2887765,6910.7363269,4535.7289969,2375.00733,2734.6444698,789.3630232,1945.2814466,520.7987034,284.5523075,236.2463959,368.6869275,221.1461693,147.5407582,152.1117759,63.4061382,88.7056377,5.0725552,5.1847816,10166.1795001,5609.6443277,4556.5351725,71.4602825,56.0403459,5814.649496630202,53.85542189999978,49.62839050000002,4.2270314000002145
2004-11-01,2004,11,60.5182087,68.0242083,53.2717185,5.161569,5.1218621,4.853797,5.6292239,5.2612999,6.7566257,4.635187,63.8119041,9682.8014264,5346.1463343,4336.6550921,6928.3848137,4546.0498385,2382.3349751,2754.4166127,800.0964957,1954.320117,526.9851847,289.8893983,237.0957864,374.0190597,231.9125978,142.1064619,152.966125,57.9768005,94.9893245,5.1434982,5.1838369,10209.7866111,5636.0357325,4573.7508786,71.7127525,56.1842166,5790.028400061843,37.42062970000006,17.648486800000683,19.772142899999835
2004-12-01,2004,12,60.5072368,67.9601065,53.312286,5.0687532,5.0909633,4.7026857,5.8247074,5.0127886,6.6389865,4.3403576,63.7379565,9692.5314361,5347.3519521,4345.179484,6937.1719193,4555.1104414,2382.0614778999998,2755.3595168,792.2415106,1963.1180061,517.5224311,281.1203983,236.4020329,372.1130156,224.7833845,147.3296311,145.4094156,56.3370138,89.0724017,4.9946128,5.1598347,10210.0538672,5628.4723503,4581.5815169,71.5328977,56.2127721,5808.743138317428,9.730009700000664,8.78710559999945,0.9429041000003053
2005-01-01,2005,1,60.7305934,68.2403905,53.4798117,5.0737801,5.1372868,4.6954452,5.9721994,4.9139886,6.148993,4.4042257,63.9766268,9743.8046746,5378.2872191,4365.5174554,6967.972027,4577.8149464,2390.1570805,2775.8326476,800.4722727,1975.3603749,520.8036531,277.9847198,242.8189333,377.3502707,225.5388429,151.8114279,143.4533824,52.4458769,91.0075055,4.9146279,5.2691235,10264.6083277,5656.2719389,4608.3363888,71.7674959,56.4544673,5779.701666618113,51.273238499999934,30.8001076999999,20.473130800000035
2005-02-01,2005,2,60.8276743,68.2750956,53.6362857,5.0850033,5.0789317,4.4996807,6.1646687,5.1004199,7.0082686,4.3158068,64.0864736,9774.8983859,5389.895492,4385.0028939,7013.4066994,4601.3444914,2412.062208,2761.4916865,788.5510006,1972.9406859,523.6832134,276.229864,247.4533494,375.2656225,216.8011696,158.4644529,148.4175909,59.4286944,88.9888965,4.8751104,5.341731,10298.5815993,5666.1253561,4632.4562433,71.7741654,56.6630747,5771.23941094825,31.093711299999995,45.434672400000636,-14.340961100000186
2005-03-01,2005,3,60.9880653,68.4347215,53.7965546,5.1632902,5.1003927,4.4889894,6.2517561,5.3204506,7.0176952,4.6246061,64.3084998,9816.2328182,5411.4037424,4404.8290757,7015.1828356,4611.5357935,2403.6470421,2801.0499826,799.8679489,2001.1820336,534.4350167,277.109616,257.3254007,377.0319863,216.7408232,160.2911631,157.4030303,60.3687927,97.0342376,4.871389,5.5194525,10350.6678348,5688.5133584,4662.1544765,71.9391577,56.9392918,5744.666167689045,41.33443230000012,1.7761361999992005,39.55829610000001
2005-04-01,2005,4,61.1704988,68.713811,53.8852563,5.1230249,5.1648698,4.6409854,6.1505323,5.017034,6.5787376,4.3730767,64.4734918,9855.0126808,5438.8163246,4416.1963562,7062.4365546,4636.9105121,2425.5260426,2792.5761262,801.9058125,1990.6703137,532.1362218,282.1420474,249.9941744,384.6313593,225.6717346,158.9596248,147.5048625,56.4703128,91.0345496,4.931727,5.3575647,10387.1489026,5720.9583719,4666.1905307,72.2783835,56.9356189,5723.579107636293,38.77986260000034,47.253719000000274,-8.473856399999931
2005-05-01,2005,5,61.0127915,68.4899115,53.791112,5.1000718,5.0116737,4.5217934,5.9422227,5.3209825,7.0337552,4.6263834,64.2917151,9838.9965819,5426.4132242,4412.5833576,7033.6325674,4631.6242886,2402.0082788,2805.3640145,794.7889356,2010.5750788,528.7631875,279.4842069,249.2789806,371.1010877,219.3510824,151.7500053,157.6620998,60.1331245,97.5289753,4.8981639,5.3471974,10367.7597693,5705.8974311,4661.8623383,72.0174439,56.82992,5758.361229609234,-16.016098899999633,-28.803987199999938,12.78788829999985
2005-06-01,2005,6,61.2420093,68.7210774,54.0180548,4.9501721,4.8963999,4.434826,5.7673687,5.0861226,6.5538746,4.4906103,64.4314784,9885.3881168,5450.0769175,4435.3111993,7087.6260511,4655.0566523,2432.5693988,2797.7620656,795.0202652,2002.7418005,514.8286278,271.7829556,243.0456722,364.9057593,216.0239494,148.8818099,149.9228685,55.7590062,94.1638623,4.7499058,5.1951076,10400.2167446,5721.8598731,4678.3568715,72.1480414,56.9781299,5741.298245998136,46.3915348999999,53.99348370000007,-7.601948900000025
