,Year,Month,Monthly hours worked in all jobs (000),Monthly hours worked in all jobs Males(000),Monthly hours worked in all jobs Females(000),Monthly hours worked in all jobs (employed full-time) (000),Monthly hours worked in all jobs (employed full-time) Males(000),Monthly hours worked in all jobs (employed full-time) Females(000),Monthly hours worked in all jobs (employed part-time) (000),Monthly hours worked in all jobs (employed part-time) Males(000),Monthly hours worked in all jobs (employed part-time) Females(000),Monthly hours worked in all jobs New South Wales(000),Monthly hours worked in all jobs Victoria(000),Monthly hours worked in all jobs Queensland(000),Monthly hours worked in all jobs South Australia(000),Monthly hours worked in all jobs Western Australia(000),Monthly hours worked in all jobs Tasmania(000),Monthly hours worked in all jobs Northern Territory(000),Monthly hours worked in all jobs Australian Capital Territory(000),Monthly worked hour growth (000),Monthly worked hour growth Males (000),Monthly worked hour growth Females (000),Monthly full-time worked hour growth (000),Monthly part-time worked hour growth (000),Monthly hours worked per thousand people New South Wales(000),Monthly hours worked per thousand people Victoria(000),Monthly hours worked per thousand people Queensland(000),Monthly hours worked per thousand people South Australia(000),Monthly hours worked per thousand people Western Australia(000),Monthly hours worked per thousand people Tasmania(000),Monthly hours worked per thousand people Northern Territory(000),Monthly hours worked per thousand people Australian Capital Territory(000)
1999-09-01,1999,9,1284736.27315,826172.35817,458563.91498,1134952.31392,787288.9439,347663.37002,149783.95923,38883.41427,110900.54496,435910.8353,315962.32249,240064.09132,94318.983967,132640.4092,27705.555861,14414.936024,23718.879454,-2013.0754680000246,-1107.3577679999871,-905.7176999999792,-611.1088499999605,-1401.9666180000058,53.696826225671344,47.65717770856273,46.92876381976347,53.69711583660688,50.42211252185813,51.73773270028011,58.69273625407166,55.40499755664565
1999-10-01,1999,10,1298896.99356,833303.86116,465593.1324,1148019.11338,793974.58542,354044.52796,150877.88018,39329.27574,111548.60444,443660.10329,318094.36291,240875.01412,95541.757067,134441.8346,27904.355244,14504.930159,23874.705104,14160.720410000067,7131.50298999995,7029.217420000001,13066.799459999893,1093.9209499999997,54.65140469204238,47.97875728291528,47.08728650571792,54.393257652718475,51.10690891811754,52.108973378151255,59.05916188517915,55.768991132912866
1999-11-01,1999,11,1299441.002677,829602.540117,469838.46256,1144788.72507,789663.38673,355125.33834,154652.277607,39939.153387,114713.12422,442185.14152,318374.8667,242438.9503,96204.281378,133742.28252,28194.231957,14366.65185,23934.618606,544.009116999805,-3701.3210429999745,4245.330160000012,-3230.3883100000676,3774.397426999989,54.46971440256221,48.02106618501033,47.39301149447757,54.77044200284657,50.84098020223524,52.65029310364146,58.496139454397394,55.90894325157673
1999-12-01,1999,12,1306921.988235,835610.413185,471311.57505,1152446.99285,794992.4678,357454.52505,154474.995385,40617.945385,113857.05,447127.13604,321817.53164,241082.14267,96718.6949,133621.63028,28271.251019,14386.28737,23897.333779,7480.98555800016,6007.873067999957,1473.1124899999704,7658.267780000111,-177.28222200000891,55.07848436067997,48.5403296640975,47.127776887889745,55.0633048107031,50.79511528928762,52.794119549953315,58.57608864006515,55.821849518804015
2000-01-01,2000,1,1323035.729193,845770.716133,477265.01306,1167104.49178,803308.41738,363796.0744,155931.237413,42462.298753,113468.93866,458634.77888,320440.57945,246585.45771,95680.956449,134566.2512,28336.470863,13952.782965,24838.405265,16113.740957999835,10160.302948000026,5953.438010000042,14657.498930000002,1456.2420280000078,56.49603090416359,48.33264143501411,48.20358864431629,54.47250580643325,51.154204820193115,52.91591197572362,56.811005557817595,58.020101062835785
2000-02-01,2000,2,1297510.959336,828381.102616,469129.85672,1141444.34111,786387.62356,355056.71755,156066.618226,41993.479056,114073.13917,442631.48611,316354.0648,241560.80375,95930.633542,135175.65907,27543.819577,14078.050633,24236.515554,-25524.76985699986,-17389.61351699999,-8135.156340000045,-25660.15067000012,135.38081299999612,54.524696490514906,47.71626492103953,47.221347619978495,54.614650465129515,51.38586598874782,51.435704158730154,57.32105306596092,56.614145185704274
2000-03-01,2000,3,1299097.761237,827774.528657,471323.23258,1144798.38845,786428.04548,358370.34297,154299.372787,41346.483177,112952.88961,444916.17539,315919.91073,239760.82321,96351.90531,134736.48972,28114.045001,14539.852337,24758.553299,1586.8019010000862,-606.573958999943,2193.375860000029,3354.0473400000483,-1767.2454389999912,54.80613148435575,47.650780664866744,46.86947966181214,54.8544863706234,51.21891953166578,52.50055088888889,59.201353163680785,57.8335746297594
2000-04-01,2000,4,1293202.034994,822197.035284,471004.99971,1138240.90678,780060.31056,358180.59622,154961.128214,42136.724724,112824.40349,440377.44463,315581.37608,242385.60073,94250.547268,133694.99321,28195.841559,14228.402604,24487.597712,-5895.726243000012,-5577.493373000063,-318.2328700000071,-6557.481669999892,661.7554269999964,54.247036786154226,47.599718861521296,47.38258249047014,53.65815386734984,50.82300357713069,52.65329889635854,57.93323535830619,57.20064870824573
2000-05-01,2000,5,1309360.52672,834526.42432,474834.1024,1152312.20126,792026.56794,360285.63332,157048.32546,42499.85638,114548.46908,447530.95137,319389.64781,245446.85314,95882.790475,134317.7088,28179.39108,14146.814728,24466.284878,16158.491725999862,12329.389036000008,3829.1026899999706,14071.294479999924,2087.197245999996,55.12822756467111,48.17412748457745,47.981009312872644,54.58741273840023,51.05972356116475,52.62257904761905,57.601037166123774,57.150863999065635
2000-06-01,2000,6,1334302.210761,849574.603661,484727.6071,1177766.86128,808175.992,369590.86928,156535.349481,41398.611661,115136.73782,456514.95997,328003.76615,247564.17467,98117.640019,134561.13703,29234.730289,14983.182987,25322.556502,24941.68404099997,15048.17934100004,9893.504700000049,25454.66002000007,-512.9759789999807,56.234905145356,49.47341078296807,48.394912456260386,55.859743819527466,51.152260712385015,54.59333387301587,61.00644538680782,59.15103130576968
2000-07-01,2000,7,1336166.309628,845469.175418,490697.13421,1177128.27883,802644.02487,374484.25396,159038.030798,42825.150548,116212.88025,452711.81514,329219.89134,252802.79315,97638.159157,136272.1685,27920.045722,14488.401501,25113.029932,1864.0988670000806,-4105.42824300006,5969.527109999966,-638.5824500001036,2502.6813169999805,55.76642216555802,49.656841180108295,49.41898018766494,55.58676866325079,51.80269463240325,52.13827399066293,58.99186278908795,58.66159759869189
2000-08-01,2000,8,1320906.546296,836544.523776,484362.02252,1162544.26826,793803.26448,368741.00378,158362.278036,42741.259296,115621.01874,451064.78239,324748.88261,245451.40482,98553.736348,134099.65756,27519.449918,14354.568601,25114.089432,-15259.763332000002,-8924.651641999953,-6335.111689999991,-14584.010569999926,-675.7527619999892,55.56353564794284,48.98247071750705,47.98189909490763,56.10801955479647,50.976833254770774,51.39019592530345,58.44694055781759,58.66407248773651
2000-09-01,2000,9,1323377.387892,835695.988192,487681.3997,1164104.5856,792906.02557,371198.56003,159272.802292,42789.962622,116482.83967,459028.6911,320772.02842,244666.88561,98279.924676,133826.07479,27630.584007,14119.381054,25053.72323,2470.8415959998965,-848.5355840000557,3319.3771800000104,1560.317340000067,910.5242560000042,56.54455421286031,48.38263449222462,47.8285378965888,55.95213474295473,50.87283311411846,51.59772923809524,57.489336539087944,58.523062905863114
2000-10-01,2000,10,1309691.183912,828861.403792,480829.78012,1154209.09437,787811.94334,366397.15103,155482.089542,41049.460452,114432.62909,445212.94734,321868.4439,242777.96256,99864.616823,133612.90984,27353.196176,14266.42743,24734.60978,-13686.203979999991,-6834.584399999934,-6851.619579999999,-9895.491230000043,-3790.712750000006,54.84268875831486,48.54800885382887,47.459283073013395,56.854322130942215,50.79180028890748,51.079731421101776,58.08805956840391,57.777644896052315
2000-11-01,2000,11,1301117.407367,822731.233327,478386.17404,1144081.0857,779969.01162,364112.07408,157036.321667,42762.221707,114274.09996,439859.13589,325575.45872,239943.48587,95841.635062,133375.90123,28423.698482,13658.862153,24439.213081,-8573.77654500003,-6130.170464999974,-2443.6060799999977,-10128.008670000127,1554.2321250000095,54.18318993471298,49.10714471108162,46.90518734630046,54.56398238656419,50.70170350110241,53.07880202054155,55.61425958061889,57.08762691193647
2000-12-01,2000,12,1298383.366948,820407.398468,477975.96848,1140364.13422,778367.64489,361996.48933,158019.232728,42039.753578,115979.47915,437056.5776,323248.44409,242832.3019,95075.96701,134710.52518,27809.052974,13741.71862,23908.91418,-2734.040418999968,-2323.8348590000533,-410.20556000003126,-3716.951480000047,982.9110609999916,53.83796225671348,48.75615681835322,47.469905561528684,54.12807686307998,51.20904933475253,51.93100461998132,55.9516230456026,55.84890021023125
2001-01-01,2001,1,1304924.795733,825149.576703,479775.21903,1140867.04459,779583.84371,361283.20088,164057.751143,45565.732993,118492.01815,441519.83965,323609.16661,242809.37052,97643.482125,133520.38037,28098.828385,13818.427614,23905.306092,6541.428784999996,4742.178234999999,1799.250549999997,502.9103700001724,6038.518414999999,54.38776048903671,48.810565258902855,47.46542283647737,55.589799103330485,50.75662600547404,52.47213517273576,56.26395608306189,55.84047206727399
2001-02-01,2001,2,1304719.460123,821850.544573,482868.91555,1143091.58108,778609.63449,364481.94659,161627.879043,43240.910083,118386.96896,443145.46564,324179.44159,240347.43044,95906.088064,134524.28919,28625.344682,14027.953837,23963.368985,-205.33560999995098,-3299.0321299999487,3093.6965199999977,2224.536489999853,-2429.872100000008,54.5880100566642,48.89658088206459,46.98415217280813,54.600676381440366,51.13825332243595,53.45535888328665,57.117075883550484,55.97610134314412
2001-03-01,2001,3,1300937.198055,817662.087365,483275.11069,1141602.68712,774353.20845,367249.47867,159334.510935,43308.878915,116025.63202,439074.41202,324187.92947,243369.00145,94196.256378,134093.77369,28557.512632,14214.702057,23243.615772,-3782.2620679999236,-4188.457208000007,406.1951400000253,-1488.8939600000158,-2293.368107999995,54.08652525498891,48.89786112460218,47.574821904017206,53.627245304867635,50.97459655211739,53.32868838842204,57.87745137214984,54.29482777855641
2001-04-01,2001,4,1306517.07033,819772.08072,486744.98961,1138368.29194,774154.79939,364213.49255,168148.77839,45617.28133,122531.49706,441432.41836,324224.24909,245005.90279,95025.130045,133290.5704,28491.056213,14796.658252,24251.076755,5579.872274999972,2109.993354999926,3469.8789199999883,-3234.3951799999923,8814.267454999994,54.3769916678985,48.90333927962715,47.894810436907434,54.09913466837461,50.66926571884741,53.20458676563959,60.24697985342019,56.648158736276564
2001-05-01,2001,5,1310690.501028,824782.341598,485908.15943,1143568.67409,778335.86551,365232.80858,167121.826938,46446.476088,120675.35085,442601.44253,325651.72587,245232.18285,95662.8092,133845.1983,28348.753436,15248.282175,24100.037806,4173.430697999895,5010.260878000059,-836.8301799999899,5200.382150000194,-1026.9514519999793,54.520995630697215,49.11864822546344,47.93904463884274,54.46217432393966,50.88010275222383,52.93884861998132,62.0858394747557,56.29534642840458
2001-06-01,2001,6,1302763.831298,818635.322038,484128.50926,1133873.30305,771882.70317,361990.59988,168890.528248,46752.618868,122137.90938,440088.38841,324256.25048,242836.07571,94923.865667,134073.63859,28018.05406,14652.670455,23914.9032,-7926.669729999965,-6147.019560000044,-1779.650169999979,-9695.371040000115,1768.701309999975,54.211429959349594,48.90816610808609,47.470643282181605,54.04148344264162,50.966942366760435,52.32129609710551,59.660710321661234,55.862889978976874
2001-07-01,2001,7,1306208.479052,822662.445812,483546.03324,1133399.33334,774052.96816,359346.36518,172809.145712,48609.477652,124199.66806,442376.18974,323665.25809,242993.77659,95076.644783,134786.71531,27655.356618,15340.33122,24314.199979,3444.647754000034,4027.123773999978,-582.4760200000019,-473.96971000009216,3918.61746400001,54.49324830500123,48.819025639904076,47.501471330270746,54.128462728721885,51.23801235839733,51.64398994957983,62.46063200325733,56.795608453632326
2001-08-01,2001,8,1302094.828608,821576.011408,480518.8172,1130940.28908,773019.28232,357921.00676,171154.539528,48556.729088,122597.81044,440918.51689,324742.85903,240993.40802,95445.396345,134117.86744,27350.983955,14698.669261,23827.177455,-4113.650444000028,-1086.4344039999414,-3027.2160400000284,-2459.0442599998787,-1654.6061840000039,54.313687717418084,48.98156216986682,47.11043065584987,54.33839814688301,50.983755584277354,51.07560028944911,59.84800187703583,55.657971163279605
2001-09-01,2001,9,1306663.827504,824969.998754,481693.82875,1135733.96183,777309.30545,358424.65638,170929.865674,47660.693304,123269.17237,441790.89408,326249.30882,242071.57606,95195.773173,133873.09893,28510.694939,15114.075179,23858.492785,4568.9988959999755,3393.9873459999217,1175.0115499999956,4793.672749999911,-224.6738539999933,54.42114980044346,49.208782759920965,47.3211955937836,54.19628418616567,50.890708937124614,53.24126039028945,61.53939405130293,55.73112073113758
2001-10-01,2001,10,1303170.706191,822149.965641,481020.74055,1131615.26594,773422.95149,358192.31445,171555.440251,48727.014151,122828.4261,438124.66187,326605.21391,241821.63048,95153.906125,134427.00439,28072.94033,14546.142527,24419.204666,-3493.121312999865,-2820.033112999983,-673.0881999999983,-4118.695889999857,625.5745769999921,53.96953213476226,49.26246457865126,47.27233515394389,54.17244869057785,51.1012713411389,52.423791465919706,59.226964686482084,57.04088919878533
2001-11-01,2001,11,1308776.708183,827300.916743,481475.79144,1137619.70778,779321.98309,358297.72469,171157.000403,47978.933653,123178.06675,442231.80399,323183.0586,243635.51563,97237.579224,135838.30911,27666.490594,14895.069557,24088.913126,5606.001992000034,5150.951102000079,455.05089000001317,6004.441839999985,-398.43984799998,54.47546242793791,48.746294604745174,47.626921245235074,55.35871290862511,51.6377667110165,51.66478168814192,60.64767734934854,56.269360256949305
2001-12-01,2001,12,1312876.779393,831423.463903,481453.31549,1141099.55669,783812.62877,357286.92792,171777.222703,47610.835133,124166.38757,444985.99229,325183.80041,245602.90654,95436.374152,134855.4975,27551.505998,14920.939326,24339.799719,4100.0712099999655,4122.547159999958,-22.475949999992736,3479.8489099999424,620.222299999994,54.81473174304016,49.04807016847917,48.01151530446682,54.333261686308,51.26415931726602,51.45005788608777,60.75301028501629,56.85540695865451
2002-01-01,2002,1,1298877.324296,820149.654506,478727.66979,1126812.46416,772113.44795,354699.01621,172064.860136,48036.206556,124028.65358,440763.99452,320593.98798,242822.61945,95954.868233,132760.95375,27457.470767,14994.762654,23528.668649,-13999.455097000115,-11273.809397000005,-2725.6456999999937,-14287.092530000024,287.63743299999624,54.29465318058635,48.355780325495104,47.46801279444824,54.62844761343581,50.46793649737702,51.27445521381886,61.05359386807818,54.96068359962625
2002-02-01,2002,2,1319628.287761,831338.582561,488289.7052,1145680.64498,782259.8584,363420.78658,173947.642781,49078.724161,124868.91862,445521.76565,323496.19346,253919.5878,95801.249502,134075.11824,27268.641662,15229.437685,24316.214389,20750.963465000037,11188.928055000026,9562.035410000011,18868.180820000125,1882.7826449999993,54.880729939640304,48.79352531109066,49.637296021894244,54.54099032280103,50.9675048430016,50.921833169000934,62.00911109527688,56.80031391964494
2002-03-01,2002,3,1331106.558508,841461.316658,489645.24185,1155877.41404,791543.92695,364333.48709,175229.144468,49917.389708,125311.75476,449191.40031,327754.63011,253880.01101,96782.001099,135986.00359,27941.095785,14814.127045,24757.240097,11478.270747000119,10122.734096999979,1355.5366499999654,10196.769059999846,1281.5016870000109,55.332766729490025,49.43583313624641,49.629559380314724,55.09934591460291,51.69391149927774,52.17758316526611,60.31810686074918,57.83050711749591
2002-04-01,2002,4,1315348.408684,833567.015934,481781.39275,1141151.93246,784961.98768,356189.94478,174196.476224,48605.028254,125591.44797,438756.52713,327626.93204,249361.78343,96301.802696,137197.97333,26835.245563,14768.273066,24499.87934,-15758.149824000197,-7894.3007239999715,-7863.849099999992,-14725.481579999905,-1032.6682440000004,54.047367224685885,49.41657220169233,48.74631676864432,54.82596225220609,52.15463138827644,50.11250338562092,60.13140499185668,57.229337397804244
2002-05-01,2002,5,1323885.807781,838849.195761,485036.61202,1150147.19655,790630.59431,359516.60224,173738.611231,48218.601451,125520.00978,451196.10417,325218.32986,249197.27124,96189.653848,134810.9169,27371.610193,15087.628153,24814.406477,8537.399097000016,5282.1798270000145,3255.2192700000014,8995.264089999953,-457.8649930000247,55.57971226533629,49.05327830887344,48.71415721630339,54.762114345573586,51.24721238500723,51.114118007469656,61.43171072068404,57.96404222611539
2002-06-01,2002,6,1317325.974423,832461.614673,484864.35975,1140144.55047,783036.73381,357107.81666,177181.423953,49424.880863,127756.54309,439005.76536,326752.23894,251702.01401,96266.982499,135898.21734,27740.107516,15344.111265,24616.582623,-6559.833358000033,-6387.581088000094,-172.25226999999722,-10002.646080000093,3442.8127220000024,54.07806915003696,49.28464063409705,49.20379513439547,54.80613862738401,51.660540310195394,51.8022549318394,62.47602306596091,57.50194492641906
2002-07-01,2002,7,1320089.818094,833678.617974,486411.20012,1144022.98325,784055.51383,359967.46942,176066.834844,49623.104144,126443.7307,446611.25678,323919.60938,250863.4797,96809.137793,135154.41901,27244.804771,15038.014008,24449.113955,2763.843671000097,1217.0033010001061,1546.8403699999908,3878.4327800001483,-1114.5891089999932,55.014936779995075,48.8573899123667,49.039874831394776,55.1147952137774,51.3777917623356,50.877319833800186,61.2296987296417,57.11075439149731
2002-08-01,2002,8,1330746.790147,835191.299277,495555.49087,1151101.01234,784053.52733,367047.48501,179645.777807,51137.771947,128508.00586,448801.66337,324896.30505,254856.61141,97880.601158,135801.62855,28076.567004,15440.31204,24993.187028,10656.972053000005,1512.6813029999612,9144.290749999986,7078.029089999851,3578.9429630000086,55.28475774451836,49.004706715033414,49.8204694379826,55.72479428294905,51.623822911122936,52.43056396638656,62.867720032573295,58.38165622050922
2002-09-01,2002,9,1332973.18235,839308.00898,493665.17337,1151744.23423,788018.00307,363726.23116,181228.94812,51290.00591,129938.94221,448763.08955,327566.39851,254305.64434,97445.495374,137031.86716,27611.740151,15280.252563,24968.777764,2226.3922029999085,4116.70970300003,-1890.3175000000047,643.2218900001608,1583.1703129999805,55.280006103720126,49.407441818126976,49.71276401915746,55.47708247879306,52.09148755417015,51.56253996451915,62.21601206433225,58.32463855174024
2002-10-01,2002,10,1327808.258126,837390.083726,490418.1744,1146584.14928,786282.35079,360301.79849,181224.108846,51107.732936,130116.37591,448848.16769,323119.34223,256654.49173,96017.818204,135356.75783,27946.803799,14828.498513,25036.34128,-5164.9242239999585,-1917.9252540000016,-3246.998969999957,-5160.084950000048,-4.839273999998113,55.2904862884947,48.736684147573875,50.171926836086406,54.66428591175633,51.454709127195315,52.18824238842204,60.376622609934856,58.48246035972903
2002-11-01,2002,11,1344655.194993,846717.429343,497937.76565,1160660.84813,794545.25014,366115.59799,183994.346863,52172.179203,131822.16766,450853.19189,332014.2543,257345.87478,97828.467609,136648.7258,28315.401502,16173.210105,25476.049008,16846.93686700007,9327.345617000014,7519.591249999998,14076.698850000044,2770.238017000025,55.53747128479922,50.078320080242534,50.30708137620956,55.69511392485055,51.945839656352156,52.876566763772175,65.85183267508144,59.50957488437281
2002-12-01,2002,12,1343842.479251,842815.119561,501027.35969,1161123.03828,791246.48584,369876.55244,182719.440971,51568.633721,131150.80725,448038.13194,332814.53858,257112.08175,98875.010734,137601.42738,28587.09429,15188.998357,25624.975915,-812.715741999913,-3902.3097820000257,3089.5940399999963,462.19014999992214,-1274.9058920000098,55.19070361419069,50.19902842878475,50.26137850649985,56.29092555308853,52.30800098076485,53.383929579831936,61.844455850977205,59.85745366736743
2003-01-01,2003,1,1351847.795915,844846.120255,507001.67566,1166856.93152,793540.73138,373316.20014,184990.864395,51305.388875,133685.47552,450519.79994,330791.58093,261908.9143,100827.29088,139307.98305,28552.15083,15167.379091,24772.679109,8005.316663999809,2031.0006939999294,5974.315969999996,5733.893240000121,2271.423424000008,55.496403047548654,49.89390200908008,51.19908401915746,57.402385926558495,52.95673346384856,53.31867568627451,61.75642952361564,57.86657114926419
2003-02-01,2003,2,1349672.294973,846204.134253,503468.16072,1166417.2424,795166.544,371250.6984,183255.052573,51037.590253,132217.46232,451234.48658,333095.1488,256121.47119,100807.61111,139925.375,28250.324223,15073.736789,25164.197228,-2175.500941999955,1358.0139980000677,-3533.5149400000228,-439.68911999999546,-1735.8118220000179,55.58444032766692,50.24135338391228,50.067729682338,57.39118195844008,53.19142971185281,52.75504056582633,61.37514979234528,58.78111943003971
2003-03-01,2003,3,1350107.04362,846795.30853,503311.73509,1164569.41902,794328.71601,370240.70301,185537.6246,52466.59252,133071.03208,450390.3652,333553.68211,257579.80011,101165.62637,139391.44729,28276.061214,14970.524544,24779.587797,434.74864699994214,591.1742770000128,-156.42563000001246,-1847.8233800001908,2282.5720270000165,55.4804588814979,50.31051480565318,50.3528101084938,57.59500504981497,52.9884616779442,52.80310217366947,60.95490449511401,57.8827091730904
2003-04-01,2003,4,1347477.555543,841381.979823,506095.57572,1162214.03788,789552.76818,372661.2697,185263.517663,51829.211643,133434.30602,447720.94142,333082.81706,257025.61448,100677.62763,139997.03955,28542.630157,15144.332643,25286.701454,-2629.4880769997835,-5413.328707000008,2783.8406300000497,-2355.381139999954,-274.1069370000041,55.151631118502095,50.23949336490746,50.244475511680186,57.31718054654142,53.218672375123546,53.300896651727356,61.66259219462541,59.06727739780425
2003-05-01,2003,5,1343275.711147,839902.123977,503373.58717,1158445.0956,788242.13277,370202.96283,184830.615547,51659.991207,133170.62434,443233.37417,332328.44919,257645.05526,101477.49088,140001.15181,28994.452568,14875.718444,24719.997979,-4201.8443960000295,-1479.8558460000204,-2721.988550000009,-3768.9422800000757,-432.90211600001203,54.598838897511705,50.12571067286083,50.365566466621054,57.77255387418161,53.22023561544895,54.14463598132586,60.568886172638436,57.74351314879701
2003-06-01,2003,6,1348820.678645,847549.266285,501271.41236,1164840.82155,796169.30068,368671.52087,183979.857095,51379.965605,132599.89149,447116.95058,333286.44573,258750.84862,100345.30122,141695.74013,28446.735161,14819.77888,24358.899115,5544.967498000013,7647.1423080000095,-2102.174809999997,6395.725950000109,-850.75845199998,55.07722968465139,50.270207051388404,50.58173172123937,57.1279824765158,53.86441881319851,53.121821028944915,60.34111921824104,56.90002129175426
2003-07-01,2003,7,1350584.399167,846845.876437,503738.52273,1166521.05261,795724.22877,370796.82384,184063.346557,51121.647667,132941.69889,448085.10729,332495.3797,259375.14403,101729.48173,140665.6414,29447.495268,14475.340579,24310.838548,1763.7205219999887,-703.3898480000207,2467.1103700000094,1680.2310599999037,83.48946199999773,55.196490181079085,50.150889108433006,50.703771680187664,57.916015787076574,53.47283562685319,54.99065409523809,58.93868313925081,56.78775647745854
2003-08-01,2003,8,1345721.612262,845578.337122,500143.27514,1163225.10693,795201.79033,368023.3166,182496.505332,50376.546792,132119.95854,449264.23537,330323.64259,258222.94765,99166.112876,140338.80898,29367.694971,14616.085632,24422.121467,-4862.786904999986,-1267.5393149999436,-3595.2475900000427,-3295.945679999888,-1566.841225000011,55.341738774328654,49.82332200938174,50.47853536311211,56.456654071164245,53.34859308902912,54.841633932773114,59.51174931596091,57.0477025624854
2003-09-01,2003,9,1347497.637839,847679.535259,499818.10258,1164202.14594,796713.61342,367488.53252,183295.491899,50965.921839,132329.57006,446492.62303,330500.81021,262318.01453,99244.222043,140054.80309,29921.974085,14199.02289,24766.232299,1776.0255769998766,2101.1981369999703,-325.17255999997724,977.0390099999495,798.9865669999854,55.00032311283567,49.85004452706678,51.279056696315116,56.50112271164247,53.24063068881624,55.87670230625584,57.81361111563518,57.85151202756365
2003-10-01,2003,10,1354758.741293,852285.311343,502473.42995,1169127.31007,800522.2694,368605.04067,185631.431223,51763.041943,133868.38928,451865.82146,329976.25528,262990.78026,99881.965346,141396.96411,29580.710565,14565.913382,24500.237777,7261.103454000084,4605.776084000012,2655.3273700000136,4925.164129999932,2335.9393240000063,55.66221008376448,49.77092494306098,51.41057184243965,56.86419888756049,53.750841674903064,55.239422156862744,59.307464910423455,57.23017467180565
2003-11-01,2003,11,1358420.503779,854781.743189,503638.76059,1174227.61137,804286.80075,369940.81062,184192.892409,50494.942439,133697.94997,453001.29823,330323.85592,264814.94465,100682.27238,140776.31568,29408.581427,14535.354616,24877.767484,3661.762485999847,2496.431845999905,1165.3306400000001,5100.3013000001665,-1438.5388139999995,55.80208157551121,49.82335418633765,51.76716736389405,57.319824867634495,53.51490750399149,54.91798585807656,59.183039967426716,58.11204738145293
2003-12-01,2003,12,1360508.575254,856227.394134,504281.18112,1176194.09482,803954.80689,372239.28793,184314.480434,52272.587244,132041.89319,450210.24701,332186.80416,265575.44295,101281.33751,141504.3174,29947.215185,14798.395316,25004.6223,2088.0714750001207,1445.6509450000012,642.420530000003,1966.4834499999415,121.58802500000456,55.45827137349101,50.10434609270125,51.915832851138696,57.660881019072015,53.79165110621151,55.92383788048553,60.254052589576546,58.40836790469516
2004-01-01,2004,1,1358284.034186,854407.953406,503876.08078,1174985.19798,802771.78261,372213.41537,183298.836206,51636.170796,131662.66541,452108.50753,332668.36199,266525.37087,100070.57442,137349.86165,29496.029049,14871.573943,25193.659715,-2224.5410680000205,-1819.4407279998995,-405.1003400000045,-1208.8968400000595,-1015.6442279999901,55.692104894062574,50.176980345103246,52.10152885739419,56.97157666951324,52.21237042879952,55.0812867394958,60.55201116856677,58.84994093669703
2004-02-01,2004,2,1363068.302555,858862.582775,504205.71978,1176207.97986,807160.47449,369047.50537,186860.322695,51702.108285,135158.21441,452923.86486,336536.30464,265683.5928,99267.511444,139304.95417,29694.07949,14678.782513,24979.057114,4784.268368999939,4454.629368999973,329.6389999999665,1222.7818800001405,3561.4864890000026,55.79254309682187,50.76038924267334,51.93697445020037,56.51438169313977,52.95558206112675,55.45112883286648,59.767029776058635,58.34865011445923
2004-03-01,2004,3,1364777.088398,859349.647808,505427.44059,1181583.89977,808120.87396,373463.02581,183193.188628,51228.773848,131964.41478,452718.85473,335781.83419,266144.3414,100422.99908,139544.24253,30214.021427,14930.681225,25020.141436,1708.7858430000488,487.06503299996257,1221.720810000028,5375.919909999939,-3667.1340670000063,55.76728932372506,50.646591078296815,52.02704357345323,57.172216954170224,53.046545476317185,56.422075493930905,60.792675997557005,58.44461909834151
2004-04-01,2004,4,1368073.004824,861944.851354,506128.15347,1182109.81048,810596.92903,371512.88145,185963.194344,51347.922324,134615.27202,450677.55261,336357.74029,268626.79655,100188.74694,142181.3945,30112.943656,14942.155067,24985.802177,3295.9164259999525,2595.2035460000625,700.7128800000064,525.9107099999674,2770.005715999985,55.515835502586846,50.733456053635805,52.51232461147494,57.03885393680615,54.04903615144834,56.23332148646125,60.839393595276874,58.36440592618547
2004-05-01,2004,5,1365535.147801,859462.632671,506072.51513,1178101.60922,805582.49103,372519.11819,187433.538581,53880.141641,133553.39694,449867.79061,335962.82072,268148.0236,99888.650246,142478.26019,29534.637894,14542.834704,25112.097064,-2537.8570230000187,-2482.218683000072,-55.63834000000497,-4008.2012600000016,1470.344237000012,55.41608654964277,50.67388960919472,52.418732010556155,56.868004694563055,54.161887094199045,55.15338542296919,59.213496351791534,58.659418509694
2004-06-01,2004,6,1372673.913118,862703.593178,509970.31994,1186113.32528,810198.31657,375915.00871,186560.587838,52505.276608,134055.31123,451207.93342,338589.38582,271427.35519,101005.85109,140954.82934,29727.524511,14287.283306,25473.622075,7138.765316999983,3240.9605069999816,3897.8048100000015,8011.716060000006,-872.950742999994,55.58116942843065,51.070059249762444,53.0597898915062,57.50404274978651,53.58276793887326,55.513584521008404,58.17297763029316,59.50390580471852
2004-07-01,2004,7,1356680.462695,852338.536785,504341.92591,1170792.20058,799906.54197,370885.65861,185888.262115,52431.994815,133456.2673,445414.75387,334871.27857,268974.60339,97484.828735,139828.40383,30006.001758,14460.491695,25640.055191,-15993.450422999915,-10365.056392999948,-5628.394030000025,-15321.124700000044,-672.3257230000163,54.86754790219266,50.50925030090952,52.580315392434755,55.49947551095929,53.154566954307,56.033616728291314,58.87822351384365,59.892677390796536
